Title,ISSN,Type,SJR,Year
ICMSEM: Proceedings of 2007 International Conference on Management Science and Engineering Management,-,conference and proceedings,"0,100",2010
ICMT 2012 - 16th International Conference on Mechatronics Technology,-,conference and proceedings,"0,100",2015
ICMT 2015 - International Conference on Military Technologies 2015,-,conference and proceedings,"0,126",2018
ICMT 2017 - 6th International Conference on Military Technologies,-,conference and proceedings,"0,133",2020
"ICMTCE 2013 - 2013 IEEE International Conference on Microwave Technology and Computational Electromagnetics, Proceedings",-,conference and proceedings,"0,136",2016
ICMTCE2011 - Proceedings 2011 IEEE International Conference on Microwave Technology and Computational Electromagnetics,-,conference and proceedings,"0,139",2014
ICMTEL 2016 - 1st EAI International Conference on Multimedia Technology and Enhanced Learning,-,conference and proceedings,"0,101",2020
"ICN 2013 - Proceedings of the 3rd, 2013 ACM SIGCOMM Workshop on Information-Centric Networking",-,conference and proceedings,"0,570",2016
ICN 2014 - Proceedings of the 1st International Conference on Information-Centric Networking,-,conference and proceedings,"0,486",2017
ICN 2015 - Proceedings of the 2nd International Conference on Information-Centric Networking,-,conference and proceedings,"0,512",2018
ICN 2017 - Proceedings of the 4th ACM Conference on Information Centric Networking,-,conference and proceedings,"0,434",2020
ICN 2018 - Proceedings of the 5th ACM Conference on Information-Centric Networking,-,conference and proceedings,"0,233",2020
ICN 2019 - Proceedings of the 2019 Conference on Information-Centric Networking,-,conference and proceedings,"0,248",2020
ICN'12 - ACM Proceedings of the Information-Centric Networking Workshop,-,conference and proceedings,"0,988",2015
ICNC 2015 - International Conference on Nuclear Criticality Safety,-,conference and proceedings,"0,177",2018
"ICNC-FSKD 2017 - 13th International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",-,conference and proceedings,"0,145",2020
ICNIT 2010 - 2010 International Conference on Networking and Information Technology,-,conference and proceedings,"0,126",2013
ICNM 2013 - Proceedings of the 6th International Conference on Nonlinear Mechanics,-,conference and proceedings,"0,123",2016
"ICNS 2011 - Integrated Communications, Navigation and Surveillance Conference: Renovating the Global Air Transportation System, Proceedings",-,conference and proceedings,"0,132",2014
ICNS 2012: Bridging CNS and ATM - Conference Proceedings,-,conference and proceedings,"0,127",2015
"ICNS 2015 - Innovation in Operations, Implementation Benefits and Integration of the CNS Infrastructure, Conference Proceedings",-,conference and proceedings,"0,117",2018
ICNS 2016: Securing an Integrated CNS System to Meet Future Challenges,-,conference and proceedings,"0,151",2019
ICNS 2017 - ICNS: CNS/ATM Challenges for UAS Integration,-,conference and proceedings,"0,128",2020
"ICNS 2018 - Integrated Communications, Navigation, Surveillance Conference",-,conference and proceedings,"0,151",2020
"ICNSC 2015 - 2015 IEEE 12th International Conference on Networking, Sensing and Control",-,conference and proceedings,"0,155",2018
"ICNSC 2016 - 13th IEEE International Conference on Networking, Sensing and Control",-,conference and proceedings,"0,150",2019
"ICNSC 2018 - 15th IEEE International Conference on Networking, Sensing and Control",-,conference and proceedings,"0,250",2020
ICOASE 2018 - International Conference on Advanced Science and Engineering,-,conference and proceedings,"0,151",2020
"ICOCN 2015 - 14th International Conference on Optical Communications and Networks, Proceedings",-,conference and proceedings,"0,124",2018
ICOCN 2016 - 2016 15th International Conference on Optical Communications and Networks,-,conference and proceedings,"0,124",2020
ICOCN 2017 - 16th International Conference on Optical Communications and Networks,-,conference and proceedings,"0,131",2020
ICOLIM 2014 - 11th International Conference on Live Maintenance,-,conference and proceedings,"0,102",2017
ICON 2007 - Proceedings of the 2007 15th IEEE International Conference on Networks,-,conference and proceedings,"0,154",2010
ICON 2011 - 17th IEEE International Conference on Networks,-,conference and proceedings,"0,132",2014
ICONIP 2002 - Proceedings of the 9th International Conference on Neural Information Processing: Computational Intelligence for the E-Age,-,conference and proceedings,"0,172",2005
ICONN 2010 - Proceedings of the 2010 International Conference on Nanoscience and Nanotechnology,-,conference and proceedings,"0,116",2013
ICOPE 2015 - International Conference on Power Engineering,-,conference and proceedings,"0,107",2018
ICOPS/BEAMS 2014 - 41st IEEE International Conference on Plasma Science and the 20th International Conference on High-Power Particle Beams,-,conference and proceedings,"0,102",2018
ICORES 2012 - Proceedings of the 1st International Conference on Operations Research and Enterprise Systems,-,conference and proceedings,"0,149",2015
ICORES 2013 - Proceedings of the 2nd International Conference on Operations Research and Enterprise Systems,-,conference and proceedings,"0,135",2016
ICORES 2014 - Proceedings of the 3rd International Conference on Operations Research and Enterprise Systems,-,conference and proceedings,"0,121",2017
"ICORES 2015 - 4th International Conference on Operations Research and Enterprise Systems, Proceedings",-,conference and proceedings,"0,127",2018
ICORES 2016 - Proceedings of the 5th International Conference on Operations Research and Enterprise Systems,-,conference and proceedings,"0,141",2019
ICORES 2019 - Proceedings of the 8th International Conference on Operations Research and Enterprise Systems,-,conference and proceedings,"0,122",2020
ICOS 2010 - 2010 IEEE Conference on Open Systems,-,conference and proceedings,"0,170",2013
ICOS 2014 - 2014 IEEE Conference on Open Systems,-,conference and proceedings,"0,132",2017
ICOS 2015 - 2015 IEEE Conference on Open Systems,-,conference and proceedings,"0,298",2019
ICOS 2016 - 2016 IEEE Conference on Open Systems,-,conference and proceedings,"0,169",2020
"ICOSST 2012 - 2012 International Conference on Open Source Systems and Technologies, Proceedings",-,conference and proceedings,"0,109",2015
"ICOSST 2013 - 2013 International Conference on Open Source Systems and Technologies, Proceedings",-,conference and proceedings,"0,118",2016
"ICOSST 2014 - 2014 International Conference on Open Source Systems and Technologies, Proceedings",-,conference and proceedings,"0,107",2017
"ICOSST 2015 - 2015 International Conference on Open Source Systems and Technologies, Proceedings",-,conference and proceedings,"0,180",2019
"ICOSST 2016 - 2016 International Conference on Open Source Systems and Technologies, Proceedings",-,conference and proceedings,"0,171",2020
ICOT 2013 - 1st International Conference on Orange Technologies,-,conference and proceedings,"0,112",2016
"ICP 2012 - 3rd International Conference on Photonics 2012, Proceedings",-,conference and proceedings,"0,129",2015
ICPCA10 - 5th International Conference on Pervasive Computing and Applications,-,conference and proceedings,"0,123",2013
"ICPCES 2010 - International Conference on Power, Control and Embedded Systems",-,conference and proceedings,"0,141",2013
"ICPCES 2012 - 2012 2nd International Conference on Power, Control and Embedded Systems",-,conference and proceedings,"0,147",2015
ICPE 2013 - Proceedings of the 2013 ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,265",2016
ICPE 2014 - Proceedings of the 5th ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,293",2017
ICPE 2015 - Proceedings of the 6th ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,206",2018
ICPE 2016 - Proceedings of the 7th ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,204",2019
ICPE 2016 Companion - Companion Publication for 7th ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,188",2019
ICPE 2017 - Companion of the 2017 ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,231",2020
ICPE 2017 - Proceedings of the 2017 ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,184",2020
ICPE 2019 - Companion of the 2019 ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,134",2020
ICPE 2019 - ECCE Asia - 10th International Conference on Power Electronics - ECCE Asia,-,conference and proceedings,"0,165",2020
ICPE 2019 - Proceedings of the 2019 ACM/SPEC International Conference on Performance Engineering,-,conference and proceedings,"0,253",2020
ICPE'11 - Proceedings of the 2nd Joint WOSP/SIPEW International Conference on Performance Engineering,-,conference and proceedings,"0,267",2014
ICPE'12 - Proceedings of the 3rd Joint WOSP/SIPEW International Conference on Performance Engineering,-,conference and proceedings,"0,289",2015
ICPMT2006 - Progress of Machining Technology - Proceedings of the 8th International Conference on Progress of Machining Technology,-,conference and proceedings,"0,104",2009
ICPRAM 2012 - Proceedings of the 1st International Conference on Pattern Recognition Applications and Methods,-,conference and proceedings,"0,220",2015
ICPRAM 2013 - Proceedings of the 2nd International Conference on Pattern Recognition Applications and Methods,-,conference and proceedings,"0,136",2016
ICPRAM 2014 - Proceedings of the 3rd International Conference on Pattern Recognition Applications and Methods,-,conference and proceedings,"0,132",2017
"ICPRAM 2015 - 4th International Conference on Pattern Recognition Applications and Methods, Proceedings",-,conference and proceedings,"0,161",2018
ICPRAM 2016 - Proceedings of the 5th International Conference on Pattern Recognition Applications and Methods,-,conference and proceedings,"0,144",2019
ICPRAM 2019 - Proceedings of the 8th International Conference on Pattern Recognition Applications and Methods,-,conference and proceedings,"0,163",2020
